,Algorithm,n,time
330,STAR-SHAP (5-STAR),820,6.651123285293579
331,Kernel SHAP,820,58.08515381813049
332,Unbiased Kernel SHAP,820,14.190499305725098
333,SHAP-IQ,820,14.152395725250244
334,STAR-SHAP (5-STAR),870,6.652217149734497
335,Kernel SHAP,870,58.11897134780884
336,Unbiased Kernel SHAP,870,15.265369176864624
337,SHAP-IQ,870,15.184959411621094
338,STAR-SHAP (5-STAR),920,6.761415243148804
339,Kernel SHAP,920,62.53680634498596
340,Unbiased Kernel SHAP,920,16.25968050956726
341,SHAP-IQ,920,16.24093246459961
342,STAR-SHAP (5-STAR),970,6.83030891418457
343,Kernel SHAP,970,56.8553626537323
344,Unbiased Kernel SHAP,970,17.37951636314392
345,SHAP-IQ,970,17.353441953659058
346,STAR-SHAP (5-STAR),1020,6.949544191360474
347,Kernel SHAP,1020,67.31397318840027
348,Unbiased Kernel SHAP,1020,18.54613184928894
349,SHAP-IQ,1020,18.608915328979492
350,STAR-SHAP (n-STAR),2,0.13233327865600586
351,SHAP,2,0.07689404487609863
352,Kernel SHAP,2,1.3204269409179688
353,Unbiased Kernel SHAP,2,1.3002781867980957
354,SHAP-IQ,2,1.3127903938293457
355,STAR-SHAP (n-STAR),3,0.24649930000305176
356,SHAP,3,0.08330297470092773
357,Kernel SHAP,3,1.3744194507598877
358,Unbiased Kernel SHAP,3,1.3756754398345947
359,SHAP-IQ,3,1.3788137435913086
360,STAR-SHAP (n-STAR),4,0.4659886360168457
361,SHAP,4,0.09140396118164062
362,Kernel SHAP,4,1.507274866104126
363,Unbiased Kernel SHAP,4,1.5115940570831299
364,SHAP-IQ,4,1.5047261714935303
365,STAR-SHAP (n-STAR),5,0.9505443572998047
366,STAR-SHAP (5-STAR),5,0.9513194561004639
367,SHAP,5,0.11087560653686523
368,Kernel SHAP,5,1.7252891063690186
369,Unbiased Kernel SHAP,5,1.6890556812286377
370,SHAP-IQ,5,1.6910896301269531
371,STAR-SHAP (n-STAR),6,1.8908843994140625
372,STAR-SHAP (5-STAR),6,1.3737742900848389
373,SHAP,6,0.14536738395690918
374,Kernel SHAP,6,2.2475316524505615
375,Unbiased Kernel SHAP,6,2.1639511585235596
376,SHAP-IQ,6,2.1661155223846436
377,STAR-SHAP (n-STAR),7,3.793255567550659
378,STAR-SHAP (5-STAR),7,2.322768211364746
379,SHAP,7,0.2092573642730713
380,Kernel SHAP,7,2.756359338760376
381,Unbiased Kernel SHAP,7,2.6634011268615723
382,SHAP-IQ,7,2.650038003921509
383,STAR-SHAP (n-STAR),8,7.7390923500061035
384,STAR-SHAP (5-STAR),8,3.518277645111084
385,SHAP,8,0.37909460067749023
386,Kernel SHAP,8,3.052574396133423
387,Unbiased Kernel SHAP,8,2.9220852851867676
388,SHAP-IQ,8,2.939735174179077
389,STAR-SHAP (n-STAR),9,15.67217206954956
390,STAR-SHAP (5-STAR),9,4.19880485534668
391,SHAP,9,0.6552929878234863
392,Kernel SHAP,9,3.2072694301605225
393,Unbiased Kernel SHAP,9,3.0982701778411865
394,SHAP-IQ,9,3.090463638305664
395,STAR-SHAP (n-STAR),10,32.1495361328125
396,STAR-SHAP (5-STAR),10,4.5965657234191895
397,SHAP,10,1.1804580688476562
398,Kernel SHAP,10,3.3176329135894775
399,Unbiased Kernel SHAP,10,3.1686930656433105
400,SHAP-IQ,10,3.1874921321868896
401,STAR-SHAP (5-STAR),11,4.446167707443237
402,SHAP,11,2.1708755493164062
403,Kernel SHAP,11,3.223562717437744
404,Unbiased Kernel SHAP,11,3.0905022621154785
405,SHAP-IQ,11,3.0882339477539062
406,STAR-SHAP (5-STAR),12,4.626729488372803
407,SHAP,12,6.884860277175903
408,Kernel SHAP,12,3.4043755531311035
409,Unbiased Kernel SHAP,12,3.243452787399292
410,SHAP-IQ,12,3.267974853515625
411,STAR-SHAP (5-STAR),13,4.758634090423584
412,SHAP,13,21.750219345092773
413,Kernel SHAP,13,3.4326577186584473
414,Unbiased Kernel SHAP,13,3.271641254425049
415,SHAP-IQ,13,3.2734861373901367
416,STAR-SHAP (5-STAR),14,4.794731140136719
417,SHAP,14,46.29581069946289
418,Kernel SHAP,14,3.472673177719116
419,Unbiased Kernel SHAP,14,3.303709030151367
420,SHAP-IQ,14,3.2836437225341797
421,STAR-SHAP (5-STAR),15,4.747145175933838
422,Kernel SHAP,15,3.467747926712036
423,Unbiased Kernel SHAP,15,3.300032377243042
424,SHAP-IQ,15,3.290804147720337
425,STAR-SHAP (5-STAR),16,4.776172161102295
426,Kernel SHAP,16,3.465461492538452
427,Unbiased Kernel SHAP,16,3.2512569427490234
428,SHAP-IQ,16,3.2765510082244873
429,STAR-SHAP (5-STAR),17,4.788201570510864
430,Kernel SHAP,17,3.4953577518463135
431,Unbiased Kernel SHAP,17,3.2874467372894287
432,SHAP-IQ,17,3.2897396087646484
433,STAR-SHAP (5-STAR),18,4.817391633987427
434,Kernel SHAP,18,5.50748610496521
435,Unbiased Kernel SHAP,18,3.3303215503692627
436,SHAP-IQ,18,3.2706751823425293
437,STAR-SHAP (5-STAR),19,4.79865837097168
438,Kernel SHAP,19,5.538825988769531
439,Unbiased Kernel SHAP,19,3.333913564682007
440,SHAP-IQ,19,3.310309886932373
441,STAR-SHAP (5-STAR),20,4.795267343521118
442,Kernel SHAP,20,5.58946418762207
443,Unbiased Kernel SHAP,20,3.3398821353912354
444,SHAP-IQ,20,3.3137683868408203
445,STAR-SHAP (5-STAR),70,4.929940700531006
446,Kernel SHAP,70,6.451681137084961
447,Unbiased Kernel SHAP,70,3.7015726566314697
448,SHAP-IQ,70,3.6861870288848877
449,STAR-SHAP (5-STAR),120,5.113694429397583
450,Kernel SHAP,120,14.53172516822815
451,Unbiased Kernel SHAP,120,4.087956666946411
452,SHAP-IQ,120,4.018482208251953
453,STAR-SHAP (5-STAR),170,5.2261412143707275
454,Kernel SHAP,170,20.183297157287598
455,Unbiased Kernel SHAP,170,4.537577152252197
456,SHAP-IQ,170,4.510309457778931
457,STAR-SHAP (5-STAR),220,5.325394868850708
458,Kernel SHAP,220,28.463384866714478
459,Unbiased Kernel SHAP,220,4.976160287857056
460,SHAP-IQ,220,4.944057941436768
461,STAR-SHAP (5-STAR),270,5.462043046951294
462,Kernel SHAP,270,31.325735330581665
463,Unbiased Kernel SHAP,270,5.4928138256073
464,SHAP-IQ,270,5.429005861282349
465,STAR-SHAP (5-STAR),320,5.5925140380859375
466,Kernel SHAP,320,40.49309182167053
467,Unbiased Kernel SHAP,320,6.083415508270264
468,SHAP-IQ,320,6.090200424194336
469,STAR-SHAP (5-STAR),370,5.70207953453064
470,Kernel SHAP,370,40.72738218307495
471,Unbiased Kernel SHAP,370,6.59239387512207
472,SHAP-IQ,370,6.58445405960083
473,STAR-SHAP (5-STAR),420,5.832567930221558
474,Kernel SHAP,420,42.1625292301178
475,Unbiased Kernel SHAP,420,7.366448879241943
476,SHAP-IQ,420,7.3264381885528564
477,STAR-SHAP (5-STAR),470,5.8869853019714355
478,Kernel SHAP,470,55.93312692642212
479,Unbiased Kernel SHAP,470,8.016408681869507
480,SHAP-IQ,470,7.984741926193237
481,STAR-SHAP (5-STAR),520,6.0010504722595215
482,Kernel SHAP,520,47.41718935966492
483,Unbiased Kernel SHAP,520,8.777784585952759
484,SHAP-IQ,520,8.744755744934082
485,STAR-SHAP (5-STAR),570,6.091568946838379
486,Kernel SHAP,570,49.84822416305542
487,Unbiased Kernel SHAP,570,9.609660148620605
488,SHAP-IQ,570,9.548316240310669
489,STAR-SHAP (5-STAR),620,6.188290119171143
490,Kernel SHAP,620,46.68808078765869
491,Unbiased Kernel SHAP,620,10.424676895141602
492,SHAP-IQ,620,10.388607501983643
493,STAR-SHAP (5-STAR),670,6.265573024749756
494,Kernel SHAP,670,57.45166492462158
495,Unbiased Kernel SHAP,670,11.207392692565918
496,SHAP-IQ,670,11.240915298461914
497,STAR-SHAP (5-STAR),720,6.367047548294067
498,Kernel SHAP,720,55.83002018928528
499,Unbiased Kernel SHAP,720,12.170571565628052
500,SHAP-IQ,720,12.139074325561523
501,STAR-SHAP (5-STAR),770,6.4653284549713135
502,Kernel SHAP,770,61.39686942100525
503,Unbiased Kernel SHAP,770,13.120866537094116
504,SHAP-IQ,770,13.067631721496582
505,STAR-SHAP (5-STAR),820,6.654505014419556
506,Kernel SHAP,820,56.841817140579224
507,Unbiased Kernel SHAP,820,14.31677532196045
508,SHAP-IQ,820,14.160526990890503
509,STAR-SHAP (5-STAR),870,6.647806167602539
510,Kernel SHAP,870,61.38010382652283
511,Unbiased Kernel SHAP,870,15.160520553588867
512,SHAP-IQ,870,15.105620384216309
513,STAR-SHAP (5-STAR),920,6.726891279220581
514,Kernel SHAP,920,60.263497829437256
515,Unbiased Kernel SHAP,920,16.274606704711914
516,SHAP-IQ,920,16.216801643371582
517,STAR-SHAP (5-STAR),970,6.82755446434021
518,Kernel SHAP,970,68.38934350013733
519,Unbiased Kernel SHAP,970,17.395561933517456
520,SHAP-IQ,970,17.359363079071045
521,STAR-SHAP (5-STAR),1020,6.923334121704102
522,Kernel SHAP,1020,62.17717790603638
523,Unbiased Kernel SHAP,1020,18.671865463256836
524,SHAP-IQ,1020,18.596630096435547
525,STAR-SHAP (n-STAR),2,0.13116717338562012
526,SHAP,2,0.07671856880187988
527,Kernel SHAP,2,1.3080542087554932
528,Unbiased Kernel SHAP,2,1.3120908737182617
529,SHAP-IQ,2,1.2910652160644531
530,STAR-SHAP (n-STAR),3,0.2441878318786621
531,SHAP,3,0.0840599536895752
532,Kernel SHAP,3,1.3535871505737305
533,Unbiased Kernel SHAP,3,1.3492469787597656
534,SHAP-IQ,3,1.344054937362671
535,STAR-SHAP (n-STAR),4,0.46152687072753906
536,SHAP,4,0.09255027770996094
537,Kernel SHAP,4,1.4818072319030762
538,Unbiased Kernel SHAP,4,1.4689695835113525
539,SHAP-IQ,4,1.4591140747070312
540,STAR-SHAP (n-STAR),5,0.9329864978790283
541,STAR-SHAP (5-STAR),5,0.9281575679779053
542,SHAP,5,0.11005139350891113
543,Kernel SHAP,5,1.7044792175292969
544,Unbiased Kernel SHAP,5,1.6697189807891846
545,SHAP-IQ,5,1.6872859001159668
546,STAR-SHAP (n-STAR),6,1.868004322052002
547,STAR-SHAP (5-STAR),6,1.356645107269287
548,SHAP,6,0.14509272575378418
549,Kernel SHAP,6,2.2368109226226807
550,Unbiased Kernel SHAP,6,2.151533603668213
551,SHAP-IQ,6,2.1477580070495605
552,STAR-SHAP (n-STAR),7,3.7700302600860596
553,STAR-SHAP (5-STAR),7,2.3097031116485596
554,SHAP,7,0.2048053741455078
555,Kernel SHAP,7,2.730668783187866
556,Unbiased Kernel SHAP,7,2.630542278289795
557,SHAP-IQ,7,2.6471617221832275
558,STAR-SHAP (n-STAR),8,7.696223735809326
559,STAR-SHAP (5-STAR),8,3.4793219566345215
560,SHAP,8,0.37668681144714355
561,Kernel SHAP,8,3.020108461380005
562,Unbiased Kernel SHAP,8,2.9128901958465576
563,SHAP-IQ,8,2.908622980117798
564,STAR-SHAP (n-STAR),9,15.641201972961426
565,STAR-SHAP (5-STAR),9,4.153165102005005
566,SHAP,9,0.6443912982940674
567,Kernel SHAP,9,3.1847362518310547
568,Unbiased Kernel SHAP,9,3.0408124923706055
569,SHAP-IQ,9,3.067371368408203
570,STAR-SHAP (n-STAR),10,31.54887557029724
571,STAR-SHAP (5-STAR),10,4.559185981750488
572,SHAP,10,1.172553539276123
573,Kernel SHAP,10,3.2963991165161133
574,Unbiased Kernel SHAP,10,3.235853910446167
575,SHAP-IQ,10,3.1684165000915527
576,STAR-SHAP (5-STAR),11,4.455204963684082
577,SHAP,11,2.2275445461273193
578,Kernel SHAP,11,3.2575244903564453
579,Unbiased Kernel SHAP,11,3.130701780319214
580,SHAP-IQ,11,3.1181180477142334
581,STAR-SHAP (5-STAR),12,4.622628211975098
582,SHAP,12,6.8189051151275635
583,Kernel SHAP,12,3.410200834274292
584,Unbiased Kernel SHAP,12,3.2519383430480957
585,SHAP-IQ,12,3.25525164604187
586,STAR-SHAP (5-STAR),13,4.774238348007202
587,SHAP,13,21.586127519607544
588,Kernel SHAP,13,3.4141745567321777
589,Unbiased Kernel SHAP,13,3.2483553886413574
590,SHAP-IQ,13,3.261343240737915
591,STAR-SHAP (5-STAR),14,4.758584022521973
592,SHAP,14,46.271353244781494
593,Kernel SHAP,14,3.4384965896606445
594,Unbiased Kernel SHAP,14,3.2690670490264893
595,SHAP-IQ,14,3.253739595413208
596,STAR-SHAP (5-STAR),15,4.701615571975708
597,Kernel SHAP,15,3.454728841781616
598,Unbiased Kernel SHAP,15,3.2805495262145996
599,SHAP-IQ,15,3.2758729457855225
600,STAR-SHAP (5-STAR),16,4.755736589431763
601,Kernel SHAP,16,3.4739906787872314
602,Unbiased Kernel SHAP,16,3.2847368717193604
603,SHAP-IQ,16,3.277531862258911
604,STAR-SHAP (5-STAR),17,4.790863990783691
605,Kernel SHAP,17,3.521149158477783
606,Unbiased Kernel SHAP,17,3.308532476425171
607,SHAP-IQ,17,3.327798366546631
608,STAR-SHAP (5-STAR),18,4.82983136177063
609,Kernel SHAP,18,5.513442039489746
610,Unbiased Kernel SHAP,18,3.2965738773345947
611,SHAP-IQ,18,3.241976499557495
612,STAR-SHAP (5-STAR),19,4.7762439250946045
613,Kernel SHAP,19,5.549448251724243
614,Unbiased Kernel SHAP,19,3.308661460876465
615,SHAP-IQ,19,3.289767026901245
616,STAR-SHAP (5-STAR),20,4.826889276504517
617,Kernel SHAP,20,5.536107540130615
618,Unbiased Kernel SHAP,20,3.3553507328033447
619,SHAP-IQ,20,3.2895667552948
620,STAR-SHAP (5-STAR),70,5.0466907024383545
621,Kernel SHAP,70,6.3826539516448975
622,Unbiased Kernel SHAP,70,3.6664018630981445
623,SHAP-IQ,70,3.6352219581604004
624,STAR-SHAP (5-STAR),120,5.104530572891235
625,Kernel SHAP,120,12.966947317123413
626,Unbiased Kernel SHAP,120,4.0902323722839355
627,SHAP-IQ,120,4.025602340698242
628,STAR-SHAP (5-STAR),170,5.373522043228149
629,Kernel SHAP,170,19.08365535736084
630,Unbiased Kernel SHAP,170,4.505890130996704
631,SHAP-IQ,170,4.461974382400513
632,STAR-SHAP (5-STAR),220,5.319443464279175
633,Kernel SHAP,220,25.995781898498535
634,Unbiased Kernel SHAP,220,4.9509100914001465
635,SHAP-IQ,220,4.907614707946777
636,STAR-SHAP (5-STAR),270,5.45415186882019
637,Kernel SHAP,270,27.176803588867188
638,Unbiased Kernel SHAP,270,5.5002171993255615
639,SHAP-IQ,270,5.459906816482544
640,STAR-SHAP (5-STAR),320,5.713514566421509
641,Kernel SHAP,320,39.573342084884644
642,Unbiased Kernel SHAP,320,6.038884401321411
643,SHAP-IQ,320,6.003005743026733
644,STAR-SHAP (5-STAR),370,5.730705499649048
645,Kernel SHAP,370,46.28484511375427
646,Unbiased Kernel SHAP,370,6.646155834197998
647,SHAP-IQ,370,6.60441780090332
648,STAR-SHAP (5-STAR),420,5.811636447906494
649,Kernel SHAP,420,49.89760994911194
650,Unbiased Kernel SHAP,420,7.3104918003082275
651,SHAP-IQ,420,7.288131475448608
652,STAR-SHAP (5-STAR),470,5.896165370941162
653,Kernel SHAP,470,37.68084788322449
654,Unbiased Kernel SHAP,470,8.030564785003662
655,SHAP-IQ,470,8.021021366119385
656,STAR-SHAP (5-STAR),520,6.013085603713989
657,Kernel SHAP,520,44.11712670326233
658,Unbiased Kernel SHAP,520,8.802015542984009
659,SHAP-IQ,520,8.764080286026001
660,STAR-SHAP (5-STAR),570,6.083719730377197
661,Kernel SHAP,570,56.00784945487976
662,Unbiased Kernel SHAP,570,9.584702968597412
663,SHAP-IQ,570,9.574190139770508
664,STAR-SHAP (5-STAR),620,6.2399187088012695
665,Kernel SHAP,620,57.180285930633545
666,Unbiased Kernel SHAP,620,10.503272294998169
667,SHAP-IQ,620,10.40300726890564
668,STAR-SHAP (5-STAR),670,6.275456428527832
669,Kernel SHAP,670,50.87221050262451
670,Unbiased Kernel SHAP,670,11.266968250274658
671,SHAP-IQ,670,11.208303213119507
672,STAR-SHAP (5-STAR),720,6.356834650039673
673,Kernel SHAP,720,48.680702924728394
674,Unbiased Kernel SHAP,720,12.177245616912842
675,SHAP-IQ,720,12.114976167678833
676,STAR-SHAP (5-STAR),770,6.46653151512146
677,Kernel SHAP,770,63.355061531066895
678,Unbiased Kernel SHAP,770,13.15706181526184
679,SHAP-IQ,770,13.134330034255981
680,STAR-SHAP (5-STAR),820,6.658750772476196
681,Kernel SHAP,820,59.342251777648926
682,Unbiased Kernel SHAP,820,14.169413089752197
683,SHAP-IQ,820,14.126620531082153
684,STAR-SHAP (5-STAR),870,6.6029253005981445
685,Kernel SHAP,870,58.11436891555786
686,Unbiased Kernel SHAP,870,15.221573114395142
687,SHAP-IQ,870,15.143136739730835
688,STAR-SHAP (5-STAR),920,6.6753809452056885
689,Kernel SHAP,920,62.90183472633362
690,Unbiased Kernel SHAP,920,16.25469446182251
691,SHAP-IQ,920,16.182730197906494
692,STAR-SHAP (5-STAR),970,6.897961616516113
693,Kernel SHAP,970,66.34203600883484
694,Unbiased Kernel SHAP,970,17.40041947364807
695,SHAP-IQ,970,17.43927311897278
696,STAR-SHAP (5-STAR),1020,6.962225914001465
697,Kernel SHAP,1020,62.60505819320679
698,Unbiased Kernel SHAP,1020,18.607160568237305
699,SHAP-IQ,1020,18.56090521812439
700,STAR-SHAP (n-STAR),2,0.1311647891998291
701,SHAP,2,0.07695484161376953
702,Kernel SHAP,2,1.323819875717163
703,Unbiased Kernel SHAP,2,1.3193237781524658
704,SHAP-IQ,2,1.2979421615600586
705,STAR-SHAP (n-STAR),3,0.24416422843933105
706,SHAP,3,0.08274483680725098
707,Kernel SHAP,3,1.350001573562622
708,Unbiased Kernel SHAP,3,1.34505295753479
709,SHAP-IQ,3,1.3512420654296875
710,STAR-SHAP (n-STAR),4,0.4730846881866455
711,SHAP,4,0.09227252006530762
712,Kernel SHAP,4,1.47873854637146
713,Unbiased Kernel SHAP,4,1.4686706066131592
714,SHAP-IQ,4,1.4704465866088867
715,STAR-SHAP (n-STAR),5,0.9334516525268555
716,STAR-SHAP (5-STAR),5,0.9352202415466309
717,SHAP,5,0.10959267616271973
718,Kernel SHAP,5,1.7146987915039062
719,Unbiased Kernel SHAP,5,1.6630868911743164
720,SHAP-IQ,5,1.6829047203063965
721,STAR-SHAP (n-STAR),6,1.8600966930389404
722,STAR-SHAP (5-STAR),6,1.3536770343780518
723,SHAP,6,0.14494991302490234
724,Kernel SHAP,6,2.224806785583496
725,Unbiased Kernel SHAP,6,2.1390607357025146
726,SHAP-IQ,6,2.1305031776428223
727,STAR-SHAP (n-STAR),7,3.812488079071045
728,STAR-SHAP (5-STAR),7,2.3156843185424805
729,SHAP,7,0.2077326774597168
730,Kernel SHAP,7,2.7252554893493652
731,Unbiased Kernel SHAP,7,2.6298980712890625
732,SHAP-IQ,7,2.609452724456787
733,STAR-SHAP (n-STAR),8,7.688272953033447
734,STAR-SHAP (5-STAR),8,3.4681246280670166
735,SHAP,8,0.3713204860687256
736,Kernel SHAP,8,3.0189430713653564
737,Unbiased Kernel SHAP,8,2.9229183197021484
738,SHAP-IQ,8,2.9197733402252197
739,STAR-SHAP (n-STAR),9,15.568590641021729
740,STAR-SHAP (5-STAR),9,4.1626927852630615
741,SHAP,9,0.6465175151824951
742,Kernel SHAP,9,3.1440703868865967
743,Unbiased Kernel SHAP,9,3.0255961418151855
744,SHAP-IQ,9,3.0256924629211426
745,STAR-SHAP (n-STAR),10,31.81942367553711
746,STAR-SHAP (5-STAR),10,4.629896640777588
747,SHAP,10,1.1721715927124023
748,Kernel SHAP,10,3.275667428970337
749,Unbiased Kernel SHAP,10,3.140803813934326
750,SHAP-IQ,10,3.142796516418457
751,STAR-SHAP (5-STAR),11,4.497360706329346
752,SHAP,11,2.257181406021118
753,Kernel SHAP,11,3.2339706420898438
754,Unbiased Kernel SHAP,11,3.0867724418640137
755,SHAP-IQ,11,3.07391357421875
756,STAR-SHAP (5-STAR),12,4.61275315284729
757,SHAP,12,6.961310386657715
758,Kernel SHAP,12,3.3934619426727295
759,Unbiased Kernel SHAP,12,3.2557640075683594
760,SHAP-IQ,12,3.2489430904388428
761,STAR-SHAP (5-STAR),13,4.750288724899292
762,SHAP,13,21.665602207183838
763,Kernel SHAP,13,3.356276512145996
764,Unbiased Kernel SHAP,13,3.21523380279541
765,SHAP-IQ,13,3.2175066471099854
766,STAR-SHAP (5-STAR),14,4.736095428466797
767,SHAP,14,46.099169969558716
768,Kernel SHAP,14,3.4045462608337402
769,Unbiased Kernel SHAP,14,3.2357125282287598
770,SHAP-IQ,14,3.241786241531372
771,STAR-SHAP (5-STAR),15,4.701196670532227
772,Kernel SHAP,15,3.394198179244995
773,Unbiased Kernel SHAP,15,3.2303876876831055
774,SHAP-IQ,15,3.2302470207214355
775,STAR-SHAP (5-STAR),16,4.769794940948486
776,Kernel SHAP,16,3.4264566898345947
777,Unbiased Kernel SHAP,16,3.253502368927002
778,SHAP-IQ,16,3.2466609477996826
779,STAR-SHAP (5-STAR),17,4.7811198234558105
780,Kernel SHAP,17,3.464498996734619
781,Unbiased Kernel SHAP,17,3.2811501026153564
782,SHAP-IQ,17,3.2666733264923096
783,STAR-SHAP (5-STAR),18,4.790762901306152
784,Kernel SHAP,18,5.540725946426392
785,Unbiased Kernel SHAP,18,3.3072729110717773
786,SHAP-IQ,18,3.261165142059326
787,STAR-SHAP (5-STAR),19,4.771028280258179
788,Kernel SHAP,19,5.496360778808594
789,Unbiased Kernel SHAP,19,3.3056278228759766
790,SHAP-IQ,19,3.271937847137451
791,STAR-SHAP (5-STAR),20,4.7786865234375
792,Kernel SHAP,20,5.496203422546387
793,Unbiased Kernel SHAP,20,3.32784104347229
794,SHAP-IQ,20,3.2781567573547363
795,STAR-SHAP (5-STAR),70,4.962184429168701
796,Kernel SHAP,70,6.444291591644287
797,Unbiased Kernel SHAP,70,3.6865553855895996
798,SHAP-IQ,70,3.645224094390869
799,STAR-SHAP (5-STAR),120,5.106649875640869
800,Kernel SHAP,120,14.023731231689453
801,Unbiased Kernel SHAP,120,4.083940029144287
802,SHAP-IQ,120,4.0126800537109375
803,STAR-SHAP (5-STAR),170,5.195952415466309
804,Kernel SHAP,170,19.677407264709473
805,Unbiased Kernel SHAP,170,4.505453824996948
