,Algorithm,n,time,max fs size,mean MSE,budget,r2
938,SHAP-IQ,100,3.088273286819458,4,,1685.0,0.8217487138656902
939,SHAP-IQ,100,3.0932371616363525,4,,1685.0,0.8166978823501538
940,SHAP-IQ,100,3.0946860313415527,4,,1685.0,0.8154134744799897
941,SHAP-IQ,100,3.0862584114074707,4,,1685.0,0.8259065284399363
942,SHAP-IQ,100,3.1056296825408936,4,,1685.0,0.8102610064574064
943,SHAP-IQ,100,3.2732999324798584,4,,1790.0,0.8440741358274702
944,SHAP-IQ,100,3.2647862434387207,4,,1790.0,0.8440581142000892
945,SHAP-IQ,100,3.2709710597991943,4,,1790.0,0.8400798729641732
946,SHAP-IQ,100,3.265441417694092,4,,1790.0,0.8340735474555645
947,SHAP-IQ,100,3.2651479244232178,4,,1790.0,0.8322546286348951
948,SHAP-IQ,100,3.274379014968872,4,,1790.0,0.8275998431149476
949,SHAP-IQ,100,3.2613978385925293,4,,1790.0,0.8286463854992415
950,SHAP-IQ,100,3.265103578567505,4,,1790.0,0.8279423805817053
951,SHAP-IQ,100,3.2640109062194824,4,,1790.0,0.8375981029758598
952,SHAP-IQ,100,3.2518088817596436,4,,1790.0,0.8366480739787323
953,SHAP-IQ,100,3.2647323608398438,4,,1790.0,0.8296392558038874
954,SHAP-IQ,100,3.2845447063446045,4,,1790.0,0.8306048862846769
955,SHAP-IQ,100,3.2576725482940674,4,,1790.0,0.8436976660590897
956,SHAP-IQ,100,3.2629761695861816,4,,1790.0,0.8365305340646247
957,SHAP-IQ,100,3.2620420455932617,4,,1790.0,0.8345421778002706
958,SHAP-IQ,100,3.2597362995147705,4,,1790.0,0.8329661175072112
959,SHAP-IQ,100,3.2621030807495117,4,,1790.0,0.8300495881717438
960,SHAP-IQ,100,3.2607059478759766,4,,1790.0,0.8304400461632873
961,SHAP-IQ,100,3.257976531982422,4,,1790.0,0.8342068205144585
962,SHAP-IQ,100,3.2717504501342773,4,,1790.0,0.820529527340164
963,SHAP-IQ,100,3.8432247638702393,4,,1895.0,0.838507593627553
964,SHAP-IQ,100,3.4522364139556885,4,,1895.0,0.8370164632090631
965,SHAP-IQ,100,3.450479030609131,4,,1895.0,0.850638447472544
966,SHAP-IQ,100,3.4495112895965576,4,,1895.0,0.8520790440687394
967,SHAP-IQ,100,3.455854654312134,4,,1895.0,0.8428674309152077
968,SHAP-IQ,100,3.447733163833618,4,,1895.0,0.8407169543408464
969,SHAP-IQ,100,3.4507596492767334,4,,1895.0,0.8397229364892353
970,SHAP-IQ,100,3.4471728801727295,4,,1895.0,0.8460601873569622
971,SHAP-IQ,100,3.4145374298095703,4,,1895.0,0.8449696299853813
972,SHAP-IQ,100,3.4442696571350098,4,,1895.0,0.8122719888671618
973,SHAP-IQ,100,3.438190460205078,4,,1895.0,0.8636145320813176
974,SHAP-IQ,100,3.4219648838043213,4,,1895.0,0.8519512841011068
975,SHAP-IQ,100,3.4358863830566406,4,,1895.0,0.8421031860273258
976,SHAP-IQ,100,3.4348256587982178,4,,1895.0,0.8372435817910768
977,SHAP-IQ,100,3.435730218887329,4,,1895.0,0.8313122218354747
978,SHAP-IQ,100,3.44689679145813,4,,1895.0,0.8363564129108353
979,SHAP-IQ,100,3.423727512359619,4,,1895.0,0.8542208813814356
980,SHAP-IQ,100,3.4312543869018555,4,,1895.0,0.8516282439999424
