,Algorithm,n,time,max fs size,mean MSE,budget,r2
0,2-STAR-SHAP,10,0.12179231643676758,2,0.0,,
1,SHAP-IQ,10,0.1992185115814209,2,,35.0,0.1404670469756667
2,SHAP-IQ,10,0.19878411293029785,2,,35.0,-0.185601303855655
3,SHAP-IQ,10,0.19919133186340332,2,,35.0,-0.1622213830362611
4,SHAP-IQ,10,0.1985945701599121,2,,35.0,-0.21145283117240732
5,SHAP-IQ,10,0.1999504566192627,2,,35.0,-0.18001209540358643
6,SHAP-IQ,10,0.19952845573425293,2,,35.0,0.15837113886236576
7,SHAP-IQ,10,0.2003650665283203,2,,35.0,0.11888222476458798
8,SHAP-IQ,10,0.19940805435180664,2,,35.0,0.015193891354223887
9,SHAP-IQ,10,0.20000886917114258,2,,35.0,0.018347687229235632
10,SHAP-IQ,10,0.19929933547973633,2,,35.0,-0.15238779197015861
11,SHAP-IQ,10,0.21475911140441895,2,,61.0,0.4899974118647459
12,SHAP-IQ,10,0.21536564826965332,2,,61.0,0.4674981115667789
13,SHAP-IQ,10,0.21505093574523926,2,,61.0,0.6764065458314334
14,SHAP-IQ,10,0.2152707576751709,2,,61.0,0.6840238562727965
15,SHAP-IQ,10,0.21450209617614746,2,,61.0,0.5406714404574615
16,SHAP-IQ,10,0.21430206298828125,2,,61.0,0.5909134605008298
17,SHAP-IQ,10,0.21480679512023926,2,,61.0,0.4077848954087311
18,SHAP-IQ,10,0.21488451957702637,2,,61.0,0.6571731161873708
19,SHAP-IQ,10,0.2132117748260498,2,,61.0,0.6596682494237378
20,SHAP-IQ,10,0.21351146697998047,2,,61.0,0.5862496782043858
21,SHAP-IQ,10,0.24716734886169434,2,,87.0,0.5657793071459154
22,SHAP-IQ,10,0.2558772563934326,2,,87.0,0.7610388475358971
23,SHAP-IQ,10,0.2531623840332031,2,,87.0,0.8058732282057842
24,SHAP-IQ,10,0.2527902126312256,2,,87.0,0.6275443464459056
25,SHAP-IQ,10,0.24527478218078613,2,,87.0,0.8129102490198685
26,SHAP-IQ,10,0.246474027633667,2,,87.0,0.7557231029225311
27,SHAP-IQ,10,0.24543499946594238,2,,87.0,0.6493964354822641
28,SHAP-IQ,10,0.24623394012451172,2,,87.0,0.7127954365263314
29,SHAP-IQ,10,0.24608755111694336,2,,87.0,0.7347239401382416
30,SHAP-IQ,10,0.2478315830230713,2,,87.0,0.7854057451341969
31,SHAP-IQ,10,0.276625394821167,2,,113.0,0.8505621804670946
32,SHAP-IQ,10,0.27902817726135254,2,,113.0,0.7951338718761356
33,SHAP-IQ,10,0.2771420478820801,2,,113.0,0.9151779446060626
34,SHAP-IQ,10,0.2783787250518799,2,,113.0,0.8082908150429022
35,SHAP-IQ,10,0.2807927131652832,2,,113.0,0.8153696100721393
36,SHAP-IQ,10,0.2790646553039551,2,,113.0,0.8059172562800415
37,SHAP-IQ,10,0.279538631439209,2,,113.0,0.7977894668847606
38,SHAP-IQ,10,0.2788527011871338,2,,113.0,0.7717095331643143
39,SHAP-IQ,10,0.27799367904663086,2,,113.0,0.8295953376782466
40,SHAP-IQ,10,0.27821969985961914,2,,113.0,0.8155944421103953
41,SHAP-IQ,10,0.31476926803588867,2,,138.0,0.897968059164626
42,SHAP-IQ,10,0.3113231658935547,2,,138.0,0.8634739731684493
43,SHAP-IQ,10,0.31559038162231445,2,,138.0,0.890638804675442
44,SHAP-IQ,10,0.31427431106567383,2,,138.0,0.856134301544578
45,SHAP-IQ,10,0.3094921112060547,2,,138.0,0.8793649022087893
46,SHAP-IQ,10,0.31023645401000977,2,,138.0,0.8698355186974251
47,SHAP-IQ,10,0.3121910095214844,2,,138.0,0.8940801800035946
48,SHAP-IQ,10,0.3136634826660156,2,,138.0,0.8978787355427222
49,SHAP-IQ,10,0.3111743927001953,2,,138.0,0.886660287398079
50,SHAP-IQ,10,0.311737060546875,2,,138.0,0.889857968092903
51,SHAP-IQ,10,0.3480081558227539,2,,164.0,0.8813002641118957
52,SHAP-IQ,10,0.343780517578125,2,,164.0,0.8902430441054576
53,SHAP-IQ,10,0.3438742160797119,2,,164.0,0.8814568738719734
54,SHAP-IQ,10,0.3421964645385742,2,,164.0,0.8849347806441341
55,SHAP-IQ,10,0.34136486053466797,2,,164.0,0.8908211914778389
56,SHAP-IQ,10,0.34429335594177246,2,,164.0,0.8954031533775739
